ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
50520		 68039-49-6  35145-02-9  6975-94-6  68039-48-5  67801-65-4  36635-35-5  27939-60-2  68737-61-1  71832-78-5  40702-26-9  1726-47-2  1423-46-7  1335-66-6  67634-07-5  6754-27-4	2,4-Dimethylcyclohex-3-en-1-carbaldehyd [1] (1 alpha, 2 alpha, 5 alpha)-2,5-Dimethylcyclohex-3-en-1-carbaldehyd [2] 2,6-Dimethylcyclohex-3-en-1-carbaldehyd [3] 3,5-Dimethylcyclohex-3-en-1-carbaldehyd [4] 3,6-Dimethylcyclohex-3-en-1-carbaldehyd [5] 4,6-Dimethylcyclohex-3-en-1-carbaldehyd [6] Reaktionsmasse aus 3,5-Dimethylcyclohex-3-en-1-carbaldehyd und 2,4-Dimethylcyclohex-3-en-1-carbaldehyd [7] Dimethylcyclohex-3-en-1-carbaldehyd [8] Dimethylcyclohex-3-en-1-carbaldehyd [9] 1,2,4(oder 1,3,5)-Trimethylcyclohex-3-en-1-carbaldehyd [10] 1,3,4-Trimethylcyclohex-3-en-1-carbaldehyd [11] 2,2,4-Trimethylcyclohex-3-en-1-carbaldehyd [12] 2,4,6-Trimethylcyclohex-3-en-1-carbaldehyd [13] Isocyclocitral [14] 3,5,6-Trimethylcyclohex-3-en-1-carbaldehyd [15] 4,6,6-Trimethylcyclohex-3-en-1-carbaldehyd [16]
50530	18402-84-1	 	(3E)-3-Decen-2-on
50540	119344-86-4	 	2-(Dimethylamino)-2-[(4-methylphenyl)methyl]-1-[4-(morpholin-4-yl)phenyl]butan-1-on
50550	177406-68-7	 	Benthiavalicarb-Isopropyl
50560	17095-24-8	 100556-82-9	Tetranatrium-4-amino-5-hydro­xy-3,6-bis[[4-[[2-(sulfonatooxy)ethyl]sulfo­nyl]phenyl]azo]naphthalin-2,7-disulfonat
50570	67306-00-7	 	Fenpropidin
50580		 	Kupferflocken (mit einem Überzug aus aliphatischer Säure)
50590	85114-00-7	 	2-Ethylhexansäure, Monoester mit Propan-1,2-diol
50600	10058-44-3	 	Tetraeisentris(pyrophosphat)
50610	89997-63-7	 	Chysanthemum cinerariaefolium, Extract aus offenen und reifen Tanacetum-cinerariifolium Blüten, mit überkritischem Kohlenstoffdioxid gewonnen
50620	89997-63-7	 	Chrysanthemum cinerariaefolium, Extrakt aus offenen und reifen Tanacetum-cinerariifolium-Blüten, mit Kohlenwasserstoff-Lösungsmitteln gewonnen
50630	5160-02-1	 	Bariumbis[2-chlor-5-[(2-hydroxy-1-naphthyl)azo]toluol-4-sulfonat]
50640	68609-93-8	 67968-63-2	9-Octadecensäure (Z)-sulfoniert, Kaliumsalze
50650	81777-95-9	 	Bixlozone (ISO)
50660	1514-82-5	 	2-Brom-3,3,3-trifluor-1-propen
50670	26172-54-3	 	2-Methyl-2H-isothiazol-3-on-Hydrochlorid
50680	111-12-6	 	Methyloct-2-inoat
50690	165252-70-0	 	Dinotefuran (ISO)
50700	1205-17-0	 	alpha-Methyl-1,3-benzodioxol-5-propionaldehyd
50710	737776-59-9	 	(R)-alpha-Methyl-1,3-benzodioxol-5-propionaldehyd
60020	7718-98-1	 	Vanadium(III)-chlorid
70010	109-01-3	 	N-Methylpiperazin
70020	2398-37-0	 	3-Bromanisol
70040	94-02-0	 	Ethylbenzoylacetat
70060	111-83-1	 	1-Bromoctan
70070	75-64-9	 	tert-Butylamin
70120	1338-23-4	 	Methylethylketonperoxid
70130	105-34-0	 	Methylcyanacetat
70150	1003-14-1	 	1,2-Epoxypentan
70200	5471-51-2	 	4-(4-Hydroxyphenyl)-2-butanon
70210	498-23-7	 	Citraconsäure
70220	68-26-8	 	all-trans-Retinol
70250	5392-40-5	 	Citral
70270	2186-92-7	 	p-(Dimethoxymethyl)anisol
70290	106-88-7	 	1,2-Epoxybutan
70300	13939-06-5	 	Molybdänhexacarbonyl
70310	626-67-5	 	1-Methylpiperidin
70330	60-35-5	 	Acetamid
70340	82-05-3	 	Benzanthron
70350	1708-29-8	 	2,5-Dihydrofuran
70360	822-36-6	 	4-Methylimidazol
70380	82-45-1	 	1-Aminoanthrachinon
70440	1303-28-2	 	Arsen(V)-oxid
70450	53-70-3	 	Dibenzo(ah)anthracen
70460	91-59-8	 	2-Naphthylamin
70650	563-46-2	 	2-Methyl-1-buten
70670	628-28-4	 	Butylmethylether
70730	108-32-7	 16606-55-6  51260-39-0	Propylencarbonat
70750	98-67-9	 	4-Hydroxybenzolsulfonsäure, wässrige Lösung
71190	102-81-8	 	Dibutylaminoethanol
71200	100-36-7	 	N,N-Diethylethylendiamin
71430	107-98-2	 	Propylenglykol-1-methylether
71640	110-87-2	 	3,4-Dihydro-2H-pyran
71680	926-64-7	 	Dimethylaminoacetonitril
72120	96-80-0	 	N,N-Diisopropylethanolamin
72490	9011-14-7	 	Polymethylmethacrylat
73330	926-63-6	 	N,N-Dimethylpropylamin
73830	60568-05-0	 	Furmecyclox
80000		 	Luft
80380	1327-36-2	 	Aluminiumsilikat
80580		 	Steinwolle, Faserstäube
80660	65997-15-1	 	Zement
80970	12604-53-4	 	Ferromangan
82150	1332-58-7	 	Kaolin
82780		 	Bariumsalze
82790		 	Berylliumverbindungen
82810		 	Bleiverbindungen
82820		 	Cadmiumverbindungen
82830	18540-29-9	 	Chrom(VI)-verbindungen
82860		 	Cobaltverbindungen
82890		 	Quecksilberverbindungen, anorganisch
82900		 	Selenverbindungen
82950		 	Uranverbindungen
90110		 64742-49-0	Leichtbenzin
90120		 	Schwerbenzin
90150	8008-20-6	 	Kerosin
90230	8052-42-4	 	Asphalt und Bitumen
90290	8006-14-2	 	Erdgas, verdichtet
90291	8006-14-2	 	Erdgas, tiefkalt verflüssigt
91100	9000-71-9	 	Casein
91110	8012-95-1	 	Paraffinöl
91170		 67701-01-3  67701-02-4  67701-03-5  67701-05-7  67701-06-8  67701-07-9  67701-08-0	Fettsäuren
91190	67762-25-8	 	Fettalkohole
91860	8002-26-4	 	Tallöl, destilliert
91861	8002-26-4	 	Tallöl, roh
91900	61789-51-3	 	Cobaltnaphthenat
91940	1333-86-4	 	Ruß
92330	7782-42-5	 	Graphit
92540	8002-74-2	 	Paraffinwachs, hart
93190		 	Testbenzin, allgemein
93300		 	Peroxide, organisch
95330		 92062-35-6  72623-83-7  92045-44-8  92045-45-9	Mineralöl
95370	1336-36-3	 11097-69-1  53469-21-9	Polychlorierte Biphenyle
95380		 	Acrylate
95540		 	Terpentin
95550	8006-64-2	 	Terpentinöl
96430		 	Holzstaub, atembar
100015	50-35-1	 	Thalidomid
100021	50-44-2	 6112-76-1	6-Mercaptopurin
100028	50-54-4	 6591-63-5	Chinidinsulfat
100038	50-89-5	 	Thymidin
100052	51-42-3	 	Epinephrinhydrogentartrat
100091	52-88-0	 	Atropinmethonitrat
100092	52-89-1	 7048-04-6  207121-46-8	Cysteinhydrochlorid
100093	52-90-4	 921-01-7  3374-22-9	Cystein
100159	56-45-1	 312-84-5  302-84-1	Serin
100166	56-85-9	 5959-95-5  585-21-7  6899-04-3	Glutamin
100168	56-89-3	 	Cystin
100178	57-15-8	 6001-64-5	1,1,1-Trichlor-2-methyl-2-propanol
100181	57-33-0	 	Natriumpentobarbital
100237	59-23-4	 15572-79-9	Galaktose
100239	59-30-3	 	Folsäure
100260	60-10-6	 	1,5-Diphenyl-3-thiocarbazon
100264	60-18-4	 556-02-5  556-03-6	Tyrosin
100299	61-73-4	 7220-79-3	Methylthioniniumchlorid
100308	62-33-9	 	Calciumdinatriumethylendiamintetraacetat
100321	63-42-3	 10039-26-6	Lactose
100327	63-91-2	 673-06-3  150-30-1	Phenylalanin
100332	64-20-0	 	Tetramethylammoniumbromid
100353	65-61-2	 	N,N,N',N'-Tetramethylacridin-3,6-yldiaminhydrochlorid
100360	66-28-4	 	Strophanthidin
100377	67-43-6	 	Diethylenetriaminepentaessigsäure
100379	67-51-6	 	3,5-Dimethylpyrazol
100386	67-97-0	 	Colecalciferol
100414	69-79-4	 6363-53-7	Maltose
100426	70-47-3	 2058-58-4  3130-87-8  5794-13-8	Asparagin
100444	72-18-4	 640-68-6  516-06-3	Valin
100449	72-48-0	 	Alizarin
100450	72-57-1	 	Trypanblau
100457	73-22-3	 153-94-6  54-12-6	Tryptophan
100458	73-24-5	 	Adenin
100460	73-40-5	 	Guanin
100469	74-79-3	 157-06-2  7200-25-1	Arginin
100470	75-10-5	 	Difluormethan
100474	75-27-4	 	Bromdichlormethan
100496	76-37-9	 	2,2,3,3-Tetrafluor-1-propanol
100497	76-38-0	 	Methoxyfluran
100508	76-59-5	 	Bromthymolblau
100509	76-60-8	 	Bromkresolgrün
100532	77-09-8	 	Phenolphthalein
100571	77-86-1	 	Trometamol
100585	78-27-3	 	1-Ethin-1-cyclohexanol
100600	78-73-9	 	Cholinhydrogencarbonat, wässrige Lösung
100610	79-40-3	 	Dithiooxamid
100634	80-04-6	 	4,4'-Isopropylidendicyclohexanol
100649	80-49-9	 	Homatropinmethylbromid
100650	80-50-2	 	Anisotropinmethylbromid
100653	80-54-6	 	2-(4-tert-Butylbenzyl)propionaldehyd
100674	81-14-1	 	Moschus-Keton
100675	81-15-2	 	5-tert-Butyl-2,4,6-trinitro-m-xylol
100680	81-25-4	 	Cholsäure
100782	83-73-8	 	Diiodhydroxychinolin
100832	85-06-3	 	beta-Naphthochinaldin
100856	85-73-4	 	Phthalylsulfathiazol
100866	85-86-9	 	Sudan III
100931	87-51-4	 	Indol-3-ylessigsäure
100942	87-88-7	 	Chloranilsäure
100947	87-99-0	 	Xylit
100954	88-23-3	 	2-Amino-4-chlorphenol-6-sulfonsäure
100956	88-27-7	 	2,6-Di-tert-butyl-alpha-dimethylamino-p-kresol
100969	88-45-9	 	2,5-Diaminobenzolsulfonsäure
101009	89-48-5	 	Menthylacetat
101012	89-56-5	 	2-Hydroxy-5-methyl-benzoesäure
101014	89-65-6	 	2,3-Didehydro-D-erythro-hexono-1,4-lacton
101083	91-58-7	 	2-Chlornaphthalin
101085	91-62-3	 	6-Methylchinolin
101098	91-97-4	 	3,3'-Dimethylbiphenyl-4,4'-diyldiisocyanat
101154	93-00-5	 	2-Aminonaphthalin-6-sulfonsäure
101158	93-15-2	 	Methyleugenol
101159	93-16-3	 6379-72-2  6380-24-1	Methylisoeugenol
101176	93-52-7	 	(1,2-Dibromethyl)benzol
101201	94-26-8	 	Butyl-4-hydroxybenzoat
101207	94-37-1	 	Bis(piperidinothiocarbonyl)disulfid
101209	94-43-9	 	Phenylquecksilberbenzoat
101232	94-91-7	 	alpha,alpha'-Propylendinitrilodi-o-kresol
101237	94-99-5	 	alpha,2,4-Trichlortoluol
101255	95-38-5	 	2-(2-Heptadec-8-enyl-2-imidazolin-1-yl)ethanol
101262	95-83-0	 	4-Chlor-o-phenylendiamin
101265	95-96-5	 13076-17-0	Dilactid
101295	97-05-2	 5965-83-3	5-Sulfosalicylsäure
101318	97-78-9	 	N-Lauroylsarkosin
101365	99-36-5	 	Methyl-m-toluat
101386	100-12-9	 	1-Ethyl-4-nitrobenzol
101394	100-49-2	 	Cyclohexylmethanol
101397	100-65-2	 	N-Phenylhydroxylamin
101420	101-20-2	 	Triclocarban
101426	101-38-2	 	2,6-Dichlor-4-(chlorimino)cyclohexa-2,5-dienon
101433	101-55-3	 	4-Bromphenylphenylether
101469	102-20-5	 	Phenethylphenylacetat
101488	102-85-2	 	Tributylphosphit
101489	102-86-3	 	Trihexylamin
101490	102-98-7	 	Phenylquecksilberborat
101495	103-08-2	 	5-Ethyl-2-nonanol
101498	103-16-2	 	Monobenzon
101501	103-20-8	 	7-Ethyl-2-methyl-4-undecanol
101504	103-27-5	 	Phenylquecksilberpropionat
101505	103-28-6	 	Benzylisobutyrat
101513	103-44-6	 	2-Ethylhexylvinylether
101526	103-73-1	 	Phenetol
101531	103-92-4	 	1-Oxalyl-1,4-phenylendiamin
101533	103-95-7	 	3-p-Cumenyl-2-methylpropionaldehyd
101550	104-23-4	 	4'-Aminoazobenzol-4-sulfonsäure
101560	104-42-7	 	4-Dodecylanilin
101566	104-60-9	 	Phenylquecksilberoleat
101569	104-66-5	 	1,2-Diphenoxyethan
101572	104-72-3	 	Decylbenzol
101597	105-31-7	 	1-Hexin-3-ol
101609	105-66-8	 	Propylbutyrat
101618	105-82-8	 	1,1-Dipropoxyethan
101622	105-87-3	 	Geranylacetat
101646	106-25-2	 	Nerol
101647	106-26-3	 	(Z)-3,7-Dimethylocta-2,6-dienal
101649	106-34-3	 	Chinhydron
101650	106-53-6	 	4-Bromthiophenol
101660	106-73-0	 	Methylheptanoat
101671	107-40-4	 	2,4,4-Trimethyl-2-penten
101675	107-51-7	 	Octamethyltrisiloxan
101681	107-58-4	 	N-tert-Butylacrylamid
101682	107-59-5	 	tert-Butylchloracetat
101699	108-36-1	 	1,3-Dibrombenzol
101709	108-73-6	 	Phloroglucin
101715	109-17-1	 	Tetraethylenglykoldimethacrylat
101746	110-31-6	 	N,N'-Ethan-1,2-diylbisoleamid
101751	110-41-8	 	2-Methylundecanal
101758	111-05-7	 	N-(2-Hydroxypropyl)oleamid
101777	111-62-6	 	Ethyloleat
101784	111-91-1	 	Bis(2-chlorethoxy)methan
101788	112-03-8	 	Trimethyloctadecylammoniumchlorid
101791	112-14-1	 	Octylacetat
101802	112-44-7	 	Undecanal
101803	112-45-8	 	10-Undecenal
101807	112-75-4	 	N,N-Dimethyltetradecylamin
101810	112-90-3	 	Oleylamin
101835	114-49-8	 	Scopolaminhydrobromid
101851	115-40-2	 	Bromkresolpurpur 
101852	115-41-3	 	Brenzkatechinviolett
101863	115-70-8	 	2-Amino-2-ethyl-1,3-propandiol
101869	115-84-4	 	2-Butyl-2-ethyl-1,3-propandiol
101878	116-37-0	 	Bisphenol-A-propoxylat
101889	116-75-6	 	1,4-Bis(mesitylamino)anthrachinon
101949	118-52-5	 	1,3-Dichlor-5,5-dimethylhydantoin
101950	118-56-9	 	Homosalat
101952	118-60-5	 	2-Ethylhexylsalicylat
101953	118-61-6	 	Ethylsalicylat
101973	119-22-2	 	2-Ethylamino-5-sulfobenzoesäure
101974	119-28-8	 	8-Aminonaphthalin-2-sulfonsäure
102005	120-45-6	 	Methylbenzylpropionat
102031	121-19-7	 	Roxarson
102040	121-54-0	 	Benzethoniumchlorid
102059	122-18-9	 	Cetalkoniumchlorid
102067	122-40-7	 	2-Benzylidenheptanal
102076	122-63-4	 	Benzylpropionat
102098	123-26-2	 	N,N'-Ethan-1,2-diylbis(12-hydroxyoctadecan-1-amid)
102100	123-35-3	 	7-Methyl-3-methylenocta-1,6-dien
102101	123-41-1	 	Cholinhydroxid, wässrige Lösung
102109	123-68-2	 	Allylhexanoat
102122	124-12-9	 	Octannitril
102126	124-25-4	 	Tetradecanal
102128	124-48-1	 	Dibromchlormethan
102130	124-76-5	 16725-71-6  10334-13-1	(±)-Isoborneol
102143	125-20-2	 	Thymolphthalein
102179	126-13-6	 	Sucrosedi(acetat)hexaisobutyrat
102203	126-86-3	 	2,4,7,9-Tetramethyldec-5-in-4,7-diol
102207	126-97-6	 	(2-Hydroxyethyl)ammoniummercaptoacetat
102218	127-39-9	 	Natrium-1,2-diisobutoxycarbonylethansulfonat
102244	128-03-0	 	Kaliumdimethyldithiocarbamat
102253	128-53-0	 	N-Ethylmaleinimid
102265	128-80-3	 	1,4-Bis(p-tolylamino)anthrachinon
102282	129-16-8	 	Merbromin
102305	129-73-7	 	N,N,N',N'-Tetramethyl-4,4'-benzylidendianilin
102312	130-22-3	 	Alizarinrot S Natriumsalz
102315	130-26-7	 	Cliochinol
102317	130-37-0	 	Menadion-Natrium-Bisulfit
102328	130-89-2	 6119-47-7	Chininhydrochlorid
102333	131-08-8	 	Natriumanthrachinon-2-sulfonat
102337	131-16-8	 	Dipropylphthalat
102338	131-18-0	 	Dipentylphthalat
102375	132-67-2	 	Naptalam-natrium
102388	133-14-2	 	Bis(2,4-dichlorbenzoyl)peroxid
102444	135-20-6	 	Kupferron
102448	135-37-5	 	Dinatrium-2-hydroxyethyliminodi(acetat)
102457	135-57-9	 	N,N'-Dithiodi-o-phenylendibenzamid
102481	136-30-1	 	Natriumdibutyldithiocarbamat, wässrige Lösung
102488	136-51-6	 	Calciumbis(2-ethylhexanoat)
102496	136-85-6	 	5-Methyl-1H-benzotriazol
102504	137-16-6	 	Natrium-N-lauroylsarkosinat
102540	51-41-2	 149-95-1  138-65-8	Norepinephrin
102552	139-42-4	 	Cer(III)-oxalat
102576	140-10-3	 	trans-Zimtsäure
102580	140-22-7	 	1,5-Diphenylcarbonohydrazid
102604	141-06-0	 	Valeriansäurepropylester
102612	141-17-3	 	Bis(2-(2-butoxyethoxy)ethyl)adipat
102613	141-18-4	 	Bis(2-butoxyethyl)adipat
102615	141-22-0	 	Ricinolsäure
102625	141-62-8	 	Decamethyltetrasiloxan
102626	141-63-9	 	Dodecamethylpentasiloxan
102633	141-91-3	 	2,6-Dimethylmorpholin
102634	141-92-4	 	Hydroxycitronellaldimethylacetal
102638	141-98-0	 	Ethylthiocarbaminsäure-O-isopropylester
102639	142-03-0	 80164-67-6	Aluminiumhydroxiddiacetat
102640	142-09-6	 	Hexylmethacrylat
102642	142-19-8	 	Allylheptanoat
102643	142-22-3	 	Diallyl-2,2'-oxydiethyldicarbonat
102645	142-31-4	 	Natriumoctylsulfat
102653	142-64-3	 	Piperazindihydrochlorid
102661	142-87-0	 	Natriumdecylsulfat
102662	142-88-1	 	Piperazinadipat
102663	142-91-6	 	Isopropylpalmitat
102671	143-10-2	 	1-Decanthiol
102677	143-29-3	 	Bis(2-(2-butoxyethoxy)ethoxy)methan
102683	143-74-8	 	Phenolrot
102754	148-01-6	 	Dinitolmid
102778	149-91-7	 	3,4,5-Trihydroxybenzoesäure
102784	150-38-9	 65501-25-9	Trinatriumhydrogenethylendiamintetraacetat
102786	150-46-9	 	Triethylborat
102794	150-84-5	 	Citronellylacetat
102863	191-24-2	 	Benzo(ghi)perylen
102864	191-26-4	 	Anthanthren
102869	192-97-2	 	Benzo(e)pyren
102876	203-12-3	 	Benzo(ghi)fluoranthen
102885	208-96-8	 	Acenaphthylen
102888	215-58-7	 	Dibenzo(ac)anthracen
102908	238-84-6	 	Benzo(a)fluoren
102911	239-35-0	 	Benzo(b)naphtho(2,1-d)thiophen
103020	302-95-4	 	Natriumdesoxycholat
103030	303-47-9	 	Ochratoxin A
103134	320-60-5	 	2,4-Dichlorbenzotrifluorid
103187	55-31-2	 329-63-5  52134-32-4	Adrenalinhydrochlorid
103190	329-98-6	 	Phenylmethansulfonylfluorid
103203	333-20-0	 	Kaliumthiocyanat
103224	335-76-2	 	Nonadecafluordecansäure
103242	338-83-0	 	Perfluamin
103262	342-69-8	 	6-Methylmercaptopurinribosid
103344	354-25-6	 	1-Chlor-1,1,2,2-tetrafluorethan
103348	354-33-6	 	Pentafluorethan
103446	366-18-7	 	2,2'-Bipyridyl
103461	367-51-1	 	Natriumthioglykolat
103506	373-02-4	 6018-89-9  14998-37-9	Nickel(II)-acetat
103538	375-95-1	 21049-39-8  4149-60-4	Perfluornonan-1-säure
103570	381-73-7	 	Difluoressigsäure
103571	382-28-5	 	2,2,3,3,5,5,6,6-Octafluor-4-(trifluormethyl)morpholin
103653	402-42-6	 	p-Fluorbenzotrichlorid
103688	408-35-5	 	Natriumpalmitat
103804	443-48-1	 	Metronidazol
103837	446-86-6	 	Azathioprin
103897	456-19-9	 	p-Fluorbenzalchlorid
103943	462-34-0	 	Trifluor(tetrahydrofuran)bor
103955	464-45-9	 464-43-7  507-70-0	(-)-Borneol
103968	466-07-9	 	Neriifolin
104020	470-82-6	 	1,8-Cineol
104064	475-20-7	 	(+)-Longifolen
104086	477-73-6	 	3,7-Diamino-2,8-dimethyl-5-phenylphenaziniumchlorid
104102	480-16-0	 654055-01-3	Morin
104160	485-47-2	 	Ninhydrin
104303	495-54-5	 	Chrysoidin
104435	505-52-2	 	Tridecandisäure
104474	507-55-1	 	1,3-Dichlor-1,1,2,2,3-pentafluorpropan
104483	508-77-0	 	Cymarin
104536	513-79-1	 	Cobalt(II)-carbonat
104538	513-81-5	 	2,3-Dimethyl-1,3-butadien
104545	514-78-3	 	Canthaxanthin
104570	516-03-0	 6047-25-2  166897-40-1	Eisen(II)-oxalat
104584	517-28-2	 	Haematoxylin
104593	518-20-7	 	Pyranocumarin
104597	518-47-8	 	Dinatrium-2-(3-oxo-6-oxidoxanthen-9-yl)benzoat
104626	520-26-3	 	Hesperidin
104671	523-21-7	 	Natriumrhodizonat
104674	523-31-9	 	Dibenzylphthalat
104740	528-50-7	 	D(+)-Cellobiose
104818	532-82-1	 	Chrysoidinmonohydrochlorid
104845	534-03-2	 	2-Aminopropan-1,3-diol
104848	534-16-7	 	Silbercarbonat
104889	537-01-9	 	Cer(III)-carbonat
104948	540-25-0	 	p-Toluidinsulfat (1:1)
104954	540-97-6	 	Dodecamethylcyclohexasiloxan
104974	542-28-9	 	delta-Valerolacton
104989	543-29-3	 	Isobutylnitrat
104992	543-59-9	 	1-Chlorpentan
105008	545-26-6	 	Gitoxigenin
105039	547-58-0	 	Natrium-4-(4-dimethylaminophenylazo)benzolsulfonat
105044	547-67-1	 6018-94-6	Nickeloxalat
105053	548-24-3	 	Eosin B
105087	550-44-7	 	N-Methylphthalimid
105108	552-45-4	 	2-Methylbenzylchlorid
105123	553-24-2	 	Neutralrot
105132	553-71-9	 	Nickeldibenzoat
105161	555-45-3	 	Glycerintrimyristat
105165	555-60-2	 	Carbonylcyanid-m-chlorphenylhydrazon
105174	556-24-1	 	Isovaleriansäuremethylester
105189	556-88-7	 	1-Nitroguanidin
105193	557-00-6	 	Propylisovalerat
105198	557-09-5	 	Zinkdioctanoat
105218	558-17-8	 	2-Iod-2-methylpropan
105222	558-37-2	 	3,3-Dimethylbuten
105262	563-68-8	 	Thallium(I)-acetat
105279	565-62-8	 	3-Methyl-3-penten-2-on
105310	569-61-9	 	Parafuchsin
105337	573-58-0	 	Dinatrium-3,3'-((1,1'-biphenyl)-4,4'-diylbis(azo))bis(4-aminonaphthalin-1-sulfonat)
105403	581-43-1	 	Naphthalin-2,6-diol
105415	582-25-2	 	Kaliumbenzoat
105429	583-15-3	 	Quecksilber(II)-benzoat
105434	583-57-3	 	1,2-Dimethylcyclohexan
105435	583-61-9	 	2,3-Lutidin
105448	584-42-9	 	Alizaringelb GG
105481	587-26-8	 	Lanthan(III)-carbonat
105482	587-48-4	 	Acetyl-m-aminobenzoesäure
105540	591-35-5	 	3,5-Dichlorphenol
105550	591-68-4	 	Butylvalerat
105574	593-08-8	 	2-Tridecanon
105585	593-71-5	 	Chloriodmethan
105654	597-82-0	 	O,O,O-Triphenylthiophosphat
105684	599-61-1	 	3,3'-Sulfonyldianilin
105699	600-22-6	 	Methylpyruvat
105729	602-99-3	 	2,4,6-Trinitro-m-kresol
105772	605-65-2	 	5-Dimethylaminonaphthalin-1-sulfonylchlorid
105831	609-19-8	 	3,4,5-Trichlorphenol
105883	611-32-5	 	8-Methylchinolin
105900	612-12-4	 	alpha,alpha'-Dichlor-o-xylol  
105937	613-42-3	 	4-Benzylbiphenyl
105952	613-93-4	 	N-Methylbenzamid
105967	614-68-6	 	2-Methylphenylisocyanat
106016	616-09-1	 53651-69-7	Propyllactat
106073	618-62-2	 	1,3-Dichlor-5-nitrobenzol
106111	620-13-3	 	3-Methylbenzylbromid
106112	620-22-4	 	m-Tolunitril
106157	621-62-5	 	2-Chlor-1,1-diethoxyethan
106209	623-19-8	 	Furfurylpropionat
106216	623-36-9	 	2-Methyl-2-penten-1-al
106232	623-96-1	 	Dipropylcarbonat
106244	624-24-8	 	Methylvalerat
106260	624-89-5	 	Ethylmethylsulfid
106273	625-33-2	 	3-Penten-2-on
106300	626-27-7	 	Heptansäureanhydrid
106306	626-56-2	 	3-Methylpiperidin
106325	627-05-4	 	1-Nitrobutan
106354	628-32-0	 	Ethylpropylether
106360	628-55-7	 	Diisobutylether
106366	628-89-7	 	2-(2-Chlorethoxy)ethanol
106369	629-15-2	 	Ethylendiformiat
106376	629-50-5	 	Tridecan
106378	629-59-4	 	Tetradecan
106380	629-64-1	 	Diheptylether
106388	629-82-3	 	Dioctylether
106403	630-20-6	 	1,1,1,2-Tetrachlorethan
106406	630-64-8	 	Helveticosid
106453	633-96-5	 	Orange II
106508	637-21-8	 	Homatropinhydrochlorid
106525	637-92-3	 	Ethyl-tert-butylether
106537	638-21-1	 	Phenylphosphin
106592	643-28-7	 	2-Isopropylanilin
106607	644-49-5	 	Propylisobutyrat
106624	645-36-3	 	2,2-Diethoxyethylamin
106681	657-27-2	 	Lysinmonohydrochlorid
106706	663-95-6	 	Acovenosid A
106758	675-62-7	 	Dichlormethyl(3,3,3-trifluorpropyl)silan
106781	681-84-5	 	Tetramethylorthosilikat
106783	682-11-1	 	2-Allyloxymethyl-2-ethylpropandiol
106796	686-31-7	 	tert-Amylperoxy-2-ethylhexanoat
106841	693-57-2	 	12-Aminododecansäure
106932	705-86-2	 	Decan-5-olid
106935	706-14-9	 	Decan-4-olid
106964	713-95-1	 	Dodecan-5-olid
107006	730-40-5	 	4-((4-Nitrophenyl)azo)anilin
107044	751-97-3	 	Rolitetracyclin
107085	762-16-3	 	Dioctanoylperoxid
107089	762-49-2	 	1-Brom-2-fluorethan
107099	764-47-6	 	1-(Vinyloxy)propan
107107	764-99-8	 	Diethylenglykoldivinylether
107211	777-37-7	 	2-Chlor-alpha,alpha,alpha-trifluor-5-nitrotoluol
107286	813-93-4	 	Bismutcitrat
107299	814-89-1	 	Cobaltoxalat
107302	814-94-8	 	Zinn(II)-oxalat
107351	821-95-4	 	1-Undecen
107356	822-16-2	 	Natriumstearat
107487	842-07-9	 	1-Phenylazo-2-naphthol
107498	493-52-7	 	Methylrot 
107499	845-10-3	 	Methylrot Natriumsalz
107539	860-22-0	 	Indigocarmin
107573	868-57-5	 	Methyl-2-methylbutyrat
107596	871-84-1	 	1,7-Octadiin
107627	874-63-5	 	3,5-Dimethylanisol
107646	877-44-1	 	1,2,4-Triethylbenzol
107714	894-86-0	 	Leukoindigo, Lösung
107723	901-44-0	 	2,2-Bis(p-hydroxyethoxphenyl)propan
107757	915-67-3	 	Amaranth
107786	921-53-9	 6100-19-2	Dikaliumtartrat
107852	927-62-8	 	N,N-Dimethylbutylamin
107865	928-70-1	 	Kaliumisopentyldithiocarbonat
107873	928-96-1	 	cis-3-Hexen-1-ol
107901	931-36-2	 	2-Ethyl-4-methylimidazol
107902	931-40-8	 	4-Hydroxymethyl-1,3-dioxolan-2-on
107914	932-64-9	 	1,2-Dihydro-5-nitro-3H-1,2,4-triazol-3-on
107927	933-75-5	 	2,3,6-Trichlorphenol
107928	933-78-8	 	2,3,5-Trichlorphenol
107956	935-79-5	 	cis-1,2,3,6-Tetrahydrophthalsäureanhydrid
108046	947-19-3	 	(1-Hydroxycyclohexyl)phenylketon
108134	971-15-3	 	Bis(piperidinothiocarbonyl)hexasulfid
108188	994-05-8	 	2-Methoxy-2-methylbutan
108264	1004-66-6	 	2,6-Dimethylanisol
108419	1066-30-4	 	Chrom(III)-acetat
108420	1066-33-7	 	Ammoniumhydrogencarbonat
108427	1067-25-0	 	Trimethoxypropylsilan
108467	1071-22-3	 	Trichlor-(2-cyanethyl)silan
108476	1071-93-8	 	Adipohydrazid
108479	1072-15-7	 	Natriumnonylsulfat
108518	1076-22-8	 	3-Methylxanthin
108525	1076-97-7	 	Cyclohexan-1,4-dicarbonsäure
108527	1077-16-3	 	Hexylbenzol
108537	1078-71-3	 	Heptylbenzol
108549	1081-77-2	 	Nonylbenzol
108620	1112-39-6	 	Dimethoxydimethylsilan
108667	1117-86-8	 	1,2-Octandiol
